Token,Coefficient
artemis,0.01
artemisia,-0.0
artemisinin,-0.0
arten,0.0
arteparc,0.0
arteplage,-0.01
arterial,0.04
arteriosclerosis,-0.0
arteriosus,0.0
arteritis,0.0
artery,0.01
artesia,0.0
artesian,0.0
artesiminin,0.0
artex,-0.0
artfully,-0.0
arth,-0.0
arthesia,0.01
arthralgia,0.0
arthritic,-0.0
arthritide,0.0
arthritidie,0.0
arthritis,-0.08
arthritisand,-0.0
arthrocare,0.0
arthrodesis,0.0
arthroplasty,-0.0
arthroscopic,-0.0
arthroscopy,-0.0
arthur,-0.03
arthus,-0.0
arthusbertrand,-0.0
arthème,0.0
arti,-0.0
artial,0.0
artialpa,0.0
articel,0.0
artichoke,-0.0
articie,0.01
articimo,0.0
articipation,-0.01
article,0.08
articled,-0.0
articles,0.0
articlesof,0.0
articlesofassoci,0.0
articlesofassociation,0.0
articlesofincorporation,0.0
articular,0.0
articulate,-0.0
articulated,-0.0
articulating,0.0
articulation,-0.0
articulator,0.0
articulé,0.0
artidis,0.0
artie,0.0
artifact,-0.0
artifi,0.0
artificial,0.01
artificially,0.0
artig,0.0
artigiano,-0.0
artigos,-0.0
artikel,-0.01
artikeln,-0.0
artin,-0.0
artina,-0.0
artinazzo,-0.0
artinetti,-0.0
artinez,-0.0
artino,-0.0
artins,-0.0
artio,0.0
artis,-0.0
artisan,0.02
artisanal,0.0
artisanale,-0.0
artisanat,0.0
artist,-0.01
artiste,-0.01
artistic,-0.01
artistically,0.0
artistinresidence,-0.0
artistry,0.0
artium,-0.0
artiﬁ,-0.0
artiﬁcial,-0.0
artiﬁcially,-0.0
artline,-0.0
arto,0.0
artoda,0.0
artof,-0.0
artois,-0.0
artoleum,0.0
arton,0.0
artos,0.0
artraction,-0.0
arts,0.0
artscience,-0.0
artum,-0.0
artur,-0.02
arture,-0.0
arturo,0.02
artus,-0.01
artwork,-0.01
artwright,-0.0
arty,0.0
artyou,-0.0
artyoubasel,-0.0
artz,-0.0
artzi,-0.0
aruanã,-0.0
aruba,0.01
arudy,-0.0
aruffo,0.01
aruk,0.0
arun,0.0
arundel,0.0
arus,0.0
arusha,0.0
arv,-0.0
arva,0.0
arvada,0.0
arval,0.01
arvato,0.0
arveda,0.0
arvedi,-0.0
arvel,0.0
arvidsson,0.0
arvindshah,-0.0
arvini,-0.0
arweiler,-0.0
arwole,0.0
arx,0.0
ary,0.02
arya,-0.0
arye,-0.0
aryl,0.0
arylide,0.0
aryn,0.01
aryta,0.0
arytza,0.0
aryu,0.0
aryzta,1.21
arz,0.0
arzeno,-0.0
arzerra,0.0
arzia,-0.0
arzneimittel,-0.0
arzneimittelinfor,0.0
arzneimittelinformation,0.01
arzneimittelmarkt,0.0
arzneimittelmarkte,-0.0
arzneimittelunternehmen,-0.0
arzobispo,-0.0
arzt,0.0
arztmann,-0.0
arzu,-0.0
aréna,-0.0
arôme,0.01
arﬁ,0.0
asa,-0.01
asaatrion,-0.0
asacol,-0.01
asag,0.0
asah,0.0
asahi,-0.03
asal,-0.0
asan,-0.0
asanda,0.0
asansor,-0.0
asansôr,-0.0
asansör,0.0
asaportal,-0.0
asar,0.0
asare,0.0
asas,0.0
asashoryu,-0.0
asassesse,-0.0
asat,-0.01
asatona,-0.0
asavailable,-0.0
asb,0.0
asbahr,0.0
asber,0.0
asbestos,0.04
asbestosrelate,-0.01
asbestosrelated,-0.0
asbetween,-0.0
asbisc,-0.0
asbjorn,0.0
asbjörnsen,0.0
asboth,0.0
asbrookdamm,0.0
asbusiness,-0.0
asc,0.27
ascaro,-0.01
asce,0.0
ascembl,0.0
ascend,-0.0
ascenda,-0.0
ascendancy,0.0
ascendant,0.0
ascendi,0.0
ascending,0.01
ascendis,0.0
asceneuron,-0.01
ascension,0.0
ascensor,0.0
ascensore,-0.02
ascensores,-0.01
ascent,0.01
ascer,0.0
ascertain,-0.01
ascertained,-0.0
ascertainedthat,-0.0
ascertainment,0.0
ascertia,0.0
ascfoin,0.0
aschaffenburg,-0.0
aschairman,-0.0
aschensystem,0.0
aschheim,-0.0
aschmann,0.01
aschmannproduct,0.0
aschwanden,-0.01
ascii,-0.0
asciminib,0.0
ascite,0.0
asclepio,0.0
asclepius,0.0
ascletis,0.0
ascn,0.01
asco,-0.02
ascodi,0.01
ascom,0.03
ascometal,0.16
ascomponent,0.0
ascomysin,0.0
ascona,-0.0
ascor,0.02
ascot,0.0
ascotel,-0.02
ascotherm,0.0
ascribable,-0.0
ascribe,0.01
asd,-0.01
asdelegate,0.0
asdescribe,-0.0
ase,0.01
asea,-0.01
asean,-0.02
aseand,-0.0
asecond,-0.01
aseglobal,-0.0
aselsewhere,0.0
asem,0.0
asendorf,-0.0
aseparate,0.0
aseptic,-0.01
aseptically,-0.01
aseptics,-0.0
aserbaijan,-0.0
aservice,0.0
aset,0.0
aseverely,0.0
asexpenditure,0.0
asf,0.0
asfalistiki,-0.0
asfatop,0.0
asformer,0.0
asfraud,0.0
asgn,0.0
asgoca,0.0
ash,0.01
ashakacem,0.0
ashamed,-0.0
ashanti,0.0
ashdown,0.0
ashe,0.0
ashford,0.0
ashgabat,0.0
ashish,0.0
ashiya,-0.0
ashland,0.0
ashleigh,-0.0
ashless,0.01
ashley,0.0
ashma,-0.0
ashok,0.0
ashoka,-0.0
ashop,-0.0
ashore,0.0
ashpointstudio,0.0
ashrae,-0.0
ashraf,0.0
ashrafs,-0.0
ashram,0.0
ashridge,0.0
ashton,-0.0
ashtray,0.0
ashuman,0.0
ashville,0.0
ashwin,-0.0
ashworth,-0.0
asi,-0.0
asia,0.03
asiaaccessible,0.0
asiaadf,0.0
asiaasia,0.01
asiabg,0.0
asiacarsten,-0.0
asiachem,0.0
asiacompetition,0.01
asiacorrespond,0.0
asiaeven,0.0
asiaexpande,0.0
asiagerman,0.0
asiaimprovement,0.0
asiaincrease,0.0
asialand,-0.0
asian,0.0
asianowhere,0.0
asiatic,-0.0
asiatique,0.0
asiatisch,0.0
asiatische,0.0
asiatischen,0.0
asic,-0.02
asicentrum,-0.0
asics,-0.0
aside,-0.01
asie,-0.0
asien,0.0
asif,0.0
asig,0.0
asignificant,-0.0
asil,-0.01
asile,0.0
asim,0.0
asimilar,-0.0
asimo,0.0
asimple,-0.0
asin,-0.0
asing,-0.02
asingly,-0.0
asino,0.0
asinterim,0.0
asip,-0.0
asis,0.0
asitrade,-0.01
ask,0.0
asker,0.01
askey,0.0
askila,-0.0
askim,-0.01
asking,0.01
asklepio,0.0
asklia,0.03
asko,0.01
askungen,-0.0
aslane,-0.0
asleep,0.0
asli,-0.0
asls,-0.02
asm,0.09
asmake,0.0
asmalleworld,-0.0
asmallwolrd,-0.0
asmallworld,-0.26
asmara,0.0
asmasmasmasm,0.0
asmi,0.0
asminimize,-0.0
asmira,-0.0
asml,0.0
asn,0.0
asnack,-0.0
asnière,-0.0
asnt,0.0
aso,-0.0
asoca,0.0
asociacion,0.0
asociacione,0.0
asociación,0.0
asociado,0.0
asociate,0.0
asof,-0.0
asofrayle,0.0
asoke,0.0
asolid,-0.0
asonable,0.0
asone,0.0
asop,0.0
asos,0.0
asound,-0.0
asp,-0.02
aspa,-0.0
asparagus,-0.0
aspart,0.0
aspartame,-0.01
aspartate,0.0
aspartic,0.0
aspartyl,-0.01
aspect,0.04
aspekt,0.0
aspekte,-0.0
aspekten,-0.01
aspen,-0.01
asper,-0.01
asperger,0.0
aspergillosis,-0.07
aspergillus,0.01
aspern,-0.0
asph,0.0
asphalt,0.09
asphaltene,0.0
asphaltique,0.0
aspheric,0.0
asphyxiate,0.0
asphärische,0.0
aspi,0.0
aspic,-0.0
aspidasept,-0.0
aspin,0.0
aspira,-0.0
aspirate,-0.0
aspiration,-0.0
aspirational,-0.0
aspirator,0.01
aspire,0.0
aspired,-0.0
aspirin,0.0
aspiring,-0.0
aspiron,-0.0
aspr,0.0
aspreva,-0.08
aspriello,0.0
aspstrasse,-0.01
aspx,0.0
asq,0.0
asr,0.04
asrama,-0.0
asrecorde,-0.0
asrisk,-0.0
asro,-0.01
ass,-0.02
assa,0.0
assagio,-0.0
assago,0.01
assainissement,0.0
assalam,-0.0
assaloni,-0.0
assam,0.0
assandri,0.0
assas,0.0
assault,0.0
assay,-0.07
assayclinically,0.0
assayer,-0.0
assayers,-0.0
assays,-0.0
assaytechnically,0.0
assche,-0.0
asscociate,0.0
asse,0.04
asseco,0.0
assem,0.0
assemblage,0.0
assemble,-0.01
assembled,0.01
assembler,-0.0
assemblies,-0.0
assembling,-0.0
assembly,-0.04
assemblye,0.0
assemblyline,-0.0
assemblée,0.0
assemblées,0.0
assembléia,0.0
assemti,-0.0
assen,-0.0
assenger,0.0
assent,-0.0
assentis,0.0
assepro,-0.0
assert,0.01
asserta,-0.0
assertable,0.0
asserted,0.01
assertion,-0.0
assertive,0.0
assertively,0.0
assertiveness,-0.0
assesment,-0.0
assess,0.07
assessability,-0.0
assessable,0.0
assesse,0.0
assessed,0.01
assessedhow,0.0
assessedthe,-0.0
assessement,-0.01
assessing,0.0
assessingthis,0.0
assessment,0.09
assessor,0.01
assessoria,0.0
assest,0.0
asseste,0.01
asset,-0.04
assetbacke,-0.0
assetbase,-0.0
assetflation,-0.0
assetliability,0.0
assetnet,0.0
assetsa,0.0
assetsacquire,0.0
assetsacquisition,-0.0
assetsamortized,0.0
assetsand,-0.0
assetsare,-0.0
assetsat,0.0
assetsb,0.0
assetscash,-0.0
assetschf,0.0
assetsconcession,0.0
assetsdddd,-0.0
assetsdddddddd,-0.0
assetsddddddddddd,-0.0
assetsddddddddddddd,-0.0
assetsdddddddddddddddd,-0.0
assetsddddddddddddddddd,-0.0
assetsdddddddddddddddddddddddd,-0.0
assetsdefine,0.0
assetsdure,0.0
assetsebitda,0.0
assetsfair,0.0
assetsfinancial,-0.0
assetsfor,0.0
assetsforeign,0.0
assetsgain,0.0
assetsin,-0.0
assetsintangible,0.0
assetsinter,0.0
assetsinterest,0.0
assetsinventorie,0.0
assetsinvestment,-0.0
assetsinvestmentsother,0.0
assetsjapan,-0.0
assetskey,0.0
assetsliabilitie,-0.0
assetsliabilitiesasset,-0.0
assetsloan,-0.0
assetsnot,0.0
assetsof,-0.01
assetson,0.0
assetsother,-0.0
assetsplan,0.0
assetsproperty,0.0
assetsprovision,-0.0
assetsshare,0.0
assetsshort,0.0
assetsssssssss,-0.0
assetssssssssss,-0.01
assetsssssssssss,-0.0
assetsssssssssssss,-0.01
assetssssssssssssssss,-0.01
assetstan,0.0
assetstangible,0.0
assetsthe,0.0
assetstotal,0.0
assetstotalcash,0.0
assettax,0.0
assez,0.0
assgp,-0.01
asshareholder,-0.0
assiciate,0.0
assicurazioni,0.0
assid,0.0
assiduous,-0.0
assiduously,-0.01
assigment,-0.0
assign,0.02
assignable,-0.01
assignation,-0.01
assignee,0.01
assigning,-0.0
assignment,0.06
assigns,0.0
assim,-0.0
assimilate,-0.0
assimilation,-0.0
assimiliano,-0.0
assiobiotec,-0.0
assis,0.0
assise,0.0
assist,0.1
assistance,-0.01
assistant,0.01
assistante,-0.0
assistdensification,0.0
assiste,0.0
assisted,0.07
assistent,0.0
assistentin,-0.01
assistenza,0.0
assistenzprofessur,-0.01
assister,0.0
assisting,-0.0
assistita,0.0
assisté,0.0
assistés,0.0
assivalor,0.0
assmann,0.0
assment,0.0
asso,0.01
assobiotec,0.01
assoc,0.0
assocarta,-0.0
assocated,-0.0
assocation,-0.0
associ,0.0
associa,-0.0
associacao,0.0
associaiton,0.0
associate,0.05
associated,0.0
associates,0.01
associatesand,0.0
associateslojas,0.0
associatesthis,0.0
associati,-0.02
association,0.07
associations,0.0
associative,0.0
associazione,0.0
associação,0.0
associer,0.0
associoation,0.0
associon,-0.0
associé,-0.0
associée,0.0
associées,0.02
associés,0.0
assolavoro,0.0
assolosolare,-0.0
assort,-0.0
assorted,0.0
assortie,0.0
assortiment,-0.0
assortis,0.0
assortment,-0.07
assortmet,-0.0
assouplir,0.0
assoziazione,0.0
assoziierte,0.0
assoziierten,-0.0
assp,0.0
assset,-0.0
asssociate,0.0
asssociation,0.0
asst,-0.0
asste,0.01
assume,0.05
assumed,0.01
assumedby,0.0
assumer,0.0
assumera,0.0
assumeresponsibility,-0.0
assuming,0.0
assump,0.0
assumpresponse,0.0
assumption,0.27
assumptionsasofthe,0.0
assumptionsin,-0.0
assumptionskey,0.0
assumptionsmanagement,0.0
assumptionspreparation,-0.0
assumptionsregarde,0.0
assumptionsthat,0.0
assumptionsthe,0.0
assumptionswith,0.0
assumé,-0.01
assumées,0.0
assupplemental,-0.0
assuption,-0.0
assur,0.0
assura,0.0
assurance,0.03
assuranceabout,0.0
assurances,0.0
assurant,-0.01
assurantiekantoor,0.0
assure,-0.01
assured,0.0
assuredly,-0.0
assuredthrough,0.0
assurent,0.0
assurer,0.0
assureront,0.0
assures,0.0
assuror,0.0
assuré,0.0
assurée,0.0
assurés,0.0
asswak,-0.0
assyrian,0.0
assystem,0.0
assyud,0.0
ast,-0.0
asta,-0.02
astag,0.0
astana,0.0
astate,0.0
astatic,0.0
astaxanthin,-0.0
aste,-0.0
astec,0.0
astella,-0.16
astellas,-0.02
astene,-0.0
aster,-0.0
asteria,0.0
asterin,0.0
asterion,0.0
asterisk,0.01
asterisks,0.0
asterix,0.0
astermark,0.0
astex,-0.0
asthe,-0.0
asthma,-0.02
asthmatic,0.0
astigmatism,0.01
astm,-0.0
asto,0.0
aston,0.01
astonish,0.0
astonishe,-0.0
astonished,0.0
astonishing,-0.0
astonishingly,0.0
astonishment,-0.0
astor,-0.0
astorage,-0.0
astoria,-0.0
astorino,0.0
astound,0.0
astounding,0.0
astra,0.02
astraight,-0.01
astrakhan,0.0
astral,-0.0
astrale,-0.0
astratech,0.0
astrazeneca,0.03
astrid,0.01
astringency,0.0
astrit,-0.01
astrium,0.0
astro,0.01
astrocytoma,0.0
astrolab,0.21
astronaut,-0.0
astronautic,0.0
astronergy,0.0
astronomic,0.0
astronomical,-0.0
astronomy,0.0
astrophysic,-0.0
astrophysical,0.0
astrous,-0.0
astructure,0.0
astryocytomas,0.0
astuguevieille,0.0
asturias,-0.0
astute,-0.01
astutely,-0.0
astv,0.0
asu,0.28
asuag,-0.0
asubio,-0.0
asubsidiary,-0.0
asubstrate,0.0
asulab,-0.01
asume,-0.0
asuncion,0.0
asunción,0.0
asunthara,-0.0
asuperordinate,-0.0
asuri,0.01
asury,-0.0
asusual,0.0
asut,0.0
asv,0.04
asvir,0.0
asvz,-0.0
asw,-0.06
aswas,-0.0
aswell,-0.01
aswellasintechnicalman,-0.0
aswiss,-0.0
aswn,-0.0
asx,-0.0
asylentscheide,0.0
asylum,0.0
asymmet,-0.0
asymmetric,0.0
asymmetrical,0.0
asymmetry,0.0
asymptomatic,0.01
asynchronous,-0.0
asyraf,-0.0
asyst,0.0
asyud,0.0
at,-0.0
ata,0.0
atabara,0.0
atacama,-0.0
atacamite,-0.0
atafor,0.0
atag,0.02
atago,-0.0
atakoy,-0.0
atalay,-0.0
atallah,-0.01
atamny,0.0
atani,-0.0
atar,0.0
atari,0.0
atascosa,0.0
atassembly,-0.0
atastream,0.0
atat,0.0
atatürk,-0.0
ataxia,-0.07
atb,-0.0
atbalance,-0.0
atbaustria,-0.0
atc,-0.0
atca,-0.01
atch,0.0
atcm,0.0
atco,0.0
atcommerzbank,-0.0
atcustomer,-0.0
atdecember,0.0
atdr,0.0
ate,0.02
atea,-0.0
atec,0.0
ategic,0.0
ategically,0.0
ategie,0.0
ategory,0.0
ategy,0.0
ateitie,-0.01
atel,-0.31
atelier,0.0
ateliers,-0.0
atelierze,-0.0
ately,-0.01
atement,-0.0
atemluft,-0.0
atemwege,0.0
ateness,0.01
ater,0.0
aterial,-0.0
aterm,-0.0
aterproofe,0.0
aterro,0.0
atesec,0.0
atest,-0.0
atesteo,0.0
atever,0.0
atevery,0.0
atex,0.0
atexakin,-0.0
atezolizumab,0.01
atfair,-0.0
atfairvalue,-0.0
atg,0.0
atgrantingday,-0.0
atgroup,-0.01
athana,-0.0
athanas,0.01
athanasiou,-0.0
athen,-0.01
athena,-0.02
athenaeum,0.0
athenahealth,0.0
athenee,0.0
atheneum,0.0
athens,0.01
athenscasablancafeznicegranadabarcelonathessalonikitoulouse,0.0
athenscasablancanicegranadabarcelonathessalonikitoulouse,0.0
athera,0.0
atheris,0.01
atherm,0.0
atherosclerosis,0.0
atherosclerotic,0.0
atherstone,0.0
athi,-0.0
athias,-0.0
athina,-0.0
athinorama,-0.0
athis,-0.0
athiuet,-0.0
athleisure,0.0
athlete,0.01
athletes,0.0
athletic,0.0
athletica,0.0
athleticism,0.0
athletics,-0.0
athletissima,-0.0
athlone,-0.03
athol,0.0
atholl,0.0
athon,0.0
athonet,-0.0
athorough,-0.0
athos,-0.0
athris,-0.01
athy,0.0
athyroidism,0.0
athénée,-0.0
ati,0.03
atia,0.0
atic,0.0
atical,-0.0
atically,-0.01
atidin,-0.0
atifie,0.0
atile,-0.0
atility,0.0
atin,-0.0
ating,-0.0
atinu,0.0
atio,0.01
atiodata,0.0
atiol,0.0
ation,0.03
ational,0.0
ationally,0.0
ationary,-0.0
ationdata,0.0
ationsinternational,-0.0
atis,-0.0
atisfaction,0.0
atisfactory,0.0
atitis,-0.0
atitlàn,-0.0
atitlán,-0.0
ativ,-0.0
ative,0.01
ativecommunity,0.0
ativecost,0.0
atively,0.0
ativity,-0.0
ativo,0.0
atiya,-0.03
atizapan,0.0
atizapán,0.0
atkearney,-0.0
atkin,0.02
atkinson,0.0
atl,0.0
atlanta,-0.02
atlante,-0.0
atlantia,0.0
atlantic,-0.0
atlantico,-0.0
atlantida,-0.0
atlantik,-0.0
atlantique,-0.01
atlantis,-0.02
atlantra,-0.0
atlas,0.01
atlassian,0.0
atle,-0.0
atleast,0.0
atlet,-0.0
atln,0.01
atls,0.0
atlântico,-0.0
atm,0.02
atmany,0.0
atmarket,0.0
atmaximum,0.0
atmel,0.01
atmer,0.0
atmertm,0.0
atmi,0.0
atmosfera,0.0
atmosphere,-0.02
atmosphereand,-0.0
atmospheric,-0.0
atmosphère,0.0
atmova,-0.06
atms,0.01
atn,0.0
ato,-0.02
atoc,-0.0
atol,-0.0
atoll,0.0
atom,-0.02
atomic,-0.01
atomique,0.0
atomium,-0.0
atomization,-0.0
atomize,-0.0
atomizer,-0.01
atone,0.0
atop,-0.0
atopic,-0.02
atopica,-0.01
atopy,0.0
ator,-0.0
atorie,0.0
atory,-0.0
atos,0.0
atosiban,0.01
atostek,-0.0
atotal,0.0
atotonilquillo,0.0
atout,0.0
atp,-0.0
atpm,-0.01
atr,-0.0
atras,-0.0
atrash,-0.0
atraxis,0.01
atrazine,0.01
atre,0.0
atremendous,-0.0
atria,0.0
atrial,0.0
atrias,0.0
atric,-0.0
atricia,0.01
atrick,-0.01
atrio,-0.0
atrion,-0.0
atrisk,-0.0
atrium,-0.0
atrol,-0.0
atrophic,-0.0
atrophy,0.02
atrributable,0.0
atrue,0.0
ats,-0.0
atsc,0.0
atsignificantly,-0.0
atsimo,0.0
atspräsidenten,0.0
atsr,0.01
att,0.0
attach,-0.04
attacha,0.0
attache,-0.0
attached,-0.01
attachement,-0.0
attachent,0.0
attachment,-0.01
attachplatform,0.0
attachwire,0.0
attaché,0.0
attack,0.0
attacker,-0.0
attain,-0.03
attainability,0.0
attainable,-0.01
attainably,0.0
attained,-0.0
attainment,-0.03
attalen,-0.01
attana,0.0
attanasio,-0.02
attap,0.0
attarget,0.0
attaro,0.01
atteignait,-0.0
atteignant,0.0
atteignent,0.0
atteindre,-0.0
atteint,-0.01
atteinte,0.0
attempt,-0.02
atten,-0.0
attenant,0.0
attend,0.08
attendace,0.0
attendance,0.02
attendant,0.0
attended,0.0
attendee,-0.01
attendence,0.0
attendon,-0.0
attendthe,0.0
attendu,0.0
attendue,0.0
attendues,0.0
attendus,0.0
attene,0.0
attent,0.0
attente,0.0
attentes,0.0
attentifs,0.0
attention,0.0
attentive,-0.01
attentively,0.0
attentivement,-0.01
attentiveness,-0.0
attenuate,-0.0
attenuation,0.0
attenuator,-0.0
atteo,-0.0
atter,-0.0
attersee,0.0
attest,-0.0
attestation,0.01
attestent,0.0
atteston,0.0
atthe,-0.0
attheannualshareholder,-0.0
attheendoftheyeartheimpairmenttestfortheremaininggoodwillofthecash,-0.0
attia,0.0
attias,0.0
attibutable,0.0
attibute,-0.0
attic,0.0
attica,0.0
attila,-0.01
attilio,-0.01
attinger,0.0
attire,0.0
attirer,-0.0
attitré,0.0
attitude,-0.01
attitudeis,-0.0
attività,0.0
attiya,-0.0
attlid,0.0
attn,-0.0
attor,-0.0
attorney,0.02
attorneys,0.0
attr,0.01
attrac,-0.0
attract,0.02
attractif,0.0
attracting,-0.0
attractinggreat,-0.0
attraction,0.03
attractive,0.0
attractivebig,0.0
attractively,0.01
attractiveness,-0.0
attractivenessnumerous,0.0
attractivity,0.0
attraktiv,0.0
attraktive,0.0
attraktivem,0.0
attraktiven,-0.01
attraktiver,0.0
attraktivität,0.0
attrayant,0.0
attrayante,0.0
attrezzati,0.0
attri,0.0
attrib,0.0
attribcondition,-0.0
attribu,-0.0
attribuable,0.02
attribuer,0.0
attribut,-0.0
attributa,0.0
attributability,0.0
attributable,0.13
attributableto,-0.0
attribute,0.01
attributinterest,0.0
attribution,0.02
attribué,-0.0
attribuées,0.0
attribués,0.0
attrition,0.02
attrovio,-0.0
attune,-0.01
attuned,-0.0
atu,-0.02
atualidade,0.0
atul,-0.0
atunaxis,-0.0
atungsgesellschaft,0.0
ature,-0.0
aturia,0.0
aturity,-0.0
aturization,0.0
atutory,0.0
atv,0.02
atveuropean,-0.0
atvis,0.0
atvwill,0.0
atw,0.0
atway,0.0
atwork,0.0
atx,-0.0
aty,0.0
atyear,0.0
atypical,0.0
atﬁ,0.0
au,0.05
auahi,-0.0
aub,0.0
aubade,0.26
aubagio,0.0
aubepine,0.0
aubergenville,0.01
aubergine,-0.0
aubern,-0.0
aubertin,0.0
aubin,-0.0
aubière,-0.0
aubonne,0.0
aubry,-0.0
auburn,-0.01
auburtin,0.02
auc,0.01
auch,0.02
auchan,0.0
auckland,0.01
aucs,0.01
auction,-0.02
auctioned,0.0
auctioning,0.0
auctus,-0.0
aucun,0.01
aucune,0.01
aud,0.02
auda,-0.0
audabe,0.0
audace,-0.0
audacious,-0.0
audacity,-0.0
audbrlcny,0.0
audc,0.02
auddufry,0.0
audemar,-0.0
audemer,0.0
audenir,-0.0
audeo,0.0
audi,-0.03
audibility,0.0
audible,0.01
audibly,-0.0
audience,0.02
audienceand,0.0
audiencecanbe,0.0
audifonos,0.0
audigier,0.0
audio,0.03
audiofile,0.01
audiogeschäft,0.0
audiologic,0.0
audiological,0.01
audiologische,-0.0
audiologist,0.02
audiology,0.02
audiologynow,0.0
audiológicas,0.0
audiológicos,0.0
audiophile,-0.0
audioprodukte,0.0
audioprodukten,0.0
audiosegment,0.0
audiostation,0.0
audiosysteme,0.0
audiotechnology,-0.0
audiovisual,-0.01
audiovisuele,-0.0
audiozoom,0.0
audit,0.21
auditable,0.0
auditalso,0.0
auditand,-0.01
auditbe,-0.0
auditbusiness,-0.0
auditcommittee,0.0
auditconducte,-0.0
auditcorporate,-0.0
audited,0.01
auditee,0.01
auditeur,0.0
auditeurs,0.0
auditevidence,-0.0
auditi,-0.0
auditin,0.0
auditing,-0.07
audition,0.0
auditior,-0.0
auditmatter,0.0
audito,0.0
auditor,-0.22
auditorconsider,0.0
auditore,0.0
auditorexpert,-0.01
auditorfinancial,0.0
auditorincharge,-0.0
auditorinvestor,0.0
auditorium,0.01
auditorkpmg,0.0
auditoron,0.0
auditors,-0.0
auditorsduration,0.0
auditorsfinancial,-0.0
auditorsreport,-0.0
auditorsthe,0.0
auditorsto,-0.0
auditorsʼ,0.0
auditort,-0.0
auditorthe,0.0
auditorto,0.01
auditory,0.01
auditorʼs,-0.0
auditresponsewe,0.0
audits,0.06
auditthe,-0.0
audité,0.0
audium,0.0
audivisual,-0.0
audras,0.0
audrey,-0.0
audrius,-0.0
audun,0.0
audureau,0.0
audéo,0.02
auer,-0.12
auerstrasse,-0.0
auestrasse,-0.01
auf,-0.04
aufbau,0.0
aufbauarbeit,-0.0
aufbauen,0.0
aufbauten,0.0
aufdeckt,0.01
aufeinanderfolgenden,0.0
auffanggefäss,0.0
auffassung,0.02
auffordern,-0.0
auffrischung,0.0
aufgabe,0.0
aufgaben,0.0
aufgabengebiet,-0.0
aufgabengebieten,0.0
aufgebaut,-0.0
aufgebaute,0.0
aufgedeckt,0.0
aufgeführt,-0.0
aufgeführten,-0.0
aufgehoben,0.0
aufgehobener,0.0
aufgeholt,-0.0
aufgelaufene,-0.0
aufgelaufenen,-0.0
aufgelöst,-0.0
aufgenomman,0.0
aufgeschlossener,0.0
aufgeschlüsselt,-0.0
aufgeschobenem,0.0
aufgestellt,0.0
aufgestockt,-0.0
aufgetauchte,-0.0
aufgeteilt,-0.0
aufgewendet,0.0
aufgewendeten,0.0
aufgezeigt,-0.0
aufgrund,0.01
aufheben,0.0
aufhebt,-0.0
aufhebung,-0.0
aufholjagd,0.0
aufklärungsfahrzeuge,-0.01
auflagen,0.0
auflegung,-0.0
auflösung,-0.0
aufmerksam,0.0
aufmerksamkeit,0.0
aufnahme,-0.0
aufnehman,0.0
aufrecht,-0.0
aufrechterhalten,0.0
aufrechterhaltung,0.01
aufrechtzuerhalten,0.0
aufregende,0.0
aufrichtigen,0.0
aufrufe,0.0
aufrufen,0.0
aufrufs,0.0
aufräumen,-0.0
aufrüstungen,0.0
aufschluss,0.0
aufschwung,0.0
aufsehen,0.0
aufsetzt,0.0
aufsicht,-0.0
aufsichtsbehörde,0.0
aufsichtsgremien,0.0
aufsichtsrat,0.01
aufsichtsratvorsitzender,-0.0
aufspüren,0.0
aufspürt,0.0
aufspürung,0.01
aufstehen,-0.0
aufstellen,0.0
aufsteller,-0.0
aufstellung,0.03
aufstieg,-0.0
aufstrebende,-0.0
aufstrebenden,0.0
auft,0.0
auftakt,-0.0
aufteilung,0.01
auftrag,0.0
auftragen,-0.01
auftraggeber,0.0
auftragsbestand,0.0
auftragsbezogenen,0.0
auftragseingang,-0.0
auftragseingänge,0.0
auftragserlöse,0.0
auftragsorganisation,0.0
auftragszyklen,-0.0
auftrieb,0.0
auftritt,0.0
aufträge,-0.0
aufträgen,-0.0
aufwand,-0.01
aufweist,0.0
aufwen,0.0
aufwendungen,0.01
aufwerfen,0.0
aufwände,-0.0
aufwärtstrend,0.0
aufz,-0.02
aufzeichnung,-0.0
aufzeigen,-0.01
aufzubauen,0.0
aufzuege,-0.0
aufzugeben,-0.0
aufzulegen,-0.0
aufzulösen,0.0
aufzustellen,-0.0
aufzuzeigen,0.0
aufzüge,-0.01
aufüge,0.0
aug,0.03
augat,-0.0
auge,-0.0
augen,-0.01
augenblick,0.0
augenoptiker,-0.0
